category,text
spam,urgent mobil number award å£2000 prize guarant call 09061790121 land line claim 3030 valid 12hrs 150ppm
spam,thank 4 continu support question week enter u in2 draw 4 å£100 cash name new us presid txt 80082
ham,im home doc gave pain med say everyth fine
ham,ì© 140 ardìä rest ard 180 leastwhich ì© price 4 ì© 2 bedrm 900
ham,love night xxx
ham,prepar pleasur
ham,hitechn supportprovid assist us custom call email
ham,text way cup stop work bus
ham,radio show
spam,uniqu user id 1172 remov send stop 87239 custom servic 08708034412
ham,im sure still avail though
ham,watev relat u built dis world thing remain atlast iz lonlin lotz n lot memori feel
ham,cheer lou yeah goodnit shame u neva came c ya gailxx
ham,hii got money da
ham,hi mobil ltgt ad contact list wwwfullonsmscom great place send free sms peopl visit fullonsmscom
ham,ok u tell wat time u come later lor
ham,u repeat e instruct wat e road name ur hous
ham,mani peopl seem special first sight remain special till last sight maintain till life end shjas
ham,quit lor dun tell wait get complac
ham,sorri complet forgot pop em round week still
ham,u r beauti girl ive ever seen u r babi come c common room
ham,cant see join deni mina deni want alon time
ham,sen told go join uncl financ cbe
ham,yup hey one day fri ask miwa jiayin take leav go karaok
ham,call senthil hsbc
ham,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
ham,ind way either
spam,urgent call 09066649731from landlin complimentari 4 ibiza holiday å£10000 cash await collect sae tcs po box 434 sk3 8wp 150ppm 18
ham,holi live christ take long
ham,ìï thk wat eat tonight
ham,thanx yup come back sun finish dinner go back 2 hotel time fli tog 4 exact mth today hope well haf mani mths come
ham,opposit side drop
ham,yup izzit still rain heavili cos im e mrt cant c outsid
ham,send resum
ham,gd luck 4 ur exam
ham,u ask next sat make im ok lor
ham,sorri uncl ill keep touch
ham,saw guy doll last night patrick swayz great
spam,urgent 2nd attempt contact u å£900 prize yesterday still await collect claim call 09061702893
spam,santa call would littl one like call santa xmas eve call 09077818151 book time calls150ppm last 3min 30s tc wwwsantacallingcom
ham,come home dont want u miser
ham,dont know shes get messag
ham,cool tyler take gonna buy drop place later tonight total order quarter got enough
ham,guy car shop flirt got phone number paperwork call text im nervous cour may address call boss tell know may get fire
ham,rever cheat mathemat
ham,plan manag
ham,er hello thing didnû÷t quit go plan ûò limp slowli home follow aa exhaust hang
ham,sorri delay yes master
ham,call u finish come n pick u
spam,privat 2004 account statement 0784987 show 786 unredeem bonus point claim call 08719180219 identifi code 45239 expir 060505
ham,oga left phone home saw ur messag hope good great weekend
ham,dont worri though understand import put place poor thought punish face worst thing ever happen brb gonna go kill
ham,honey pls find much sell predict nigeria mani time use import repli monday
ham,e admin build might b slight earlier ill call u im reach
ham,fyi im usf swing room whenev
ham,call ltgt min ok
ham,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear
ham,ìï home work meh
ham,anyth valuabl 2 situat first get second loo
ham,mark take forev pick prescript pain come back
ham,ur paper
ham,got smaller capac one quit ex
spam,check choo babe video smsshsexnetun fgkslpopw fgkslpo
ham,im good think
spam,u r winner u ave special select 2 receiv å£1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810710pmin 18
ham,
ham,thought bout drink tap spile seven pub gas st broad st canal ok
ham,go sleep tire travel
ham,haha thinkin
ham,yup give problem mayb ill jus leav
ham,lol tri make day littl interest
ham,long get repli defer admiss til next semest
ham,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day
ham,po de need job aha
ham,rat hey u ever vote next theme
spam,new mobil 2004 must go txt nokia 89545 collect today å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
ham,hope pee burn tonit
ham,oh rite well im best mate pete went 4 week 2geva longer week
ham,yay cant wait parti togeth
ham,photoshop make comput shut
ham,boy made fun today ok problem sent one messag fun
ham,one issu california okay snow manag
spam,privat 2003 account statement show 800 unredeem point call 08715203652 identifi code 42810 expir 29100
ham,hmmm mayb tri e shoppin area one forgot e name hotel
ham,awesom gonna soon later tonight
ham,need detail onlin job
spam,valu vodafon custom comput pick win å£150 prize collect easi call 09061743386
ham,miss toopray inshah allah
ham,pls help tell ashley cant find number oh
ham,escap theatr go watch kavalan minut
ham,sthis increa chanc win
ham,either way work ltgt year old hope doesnt bother
ham,mayb find someth el instead
ham,gain right wifedont demand iti tri husband toolet see
ham,like new hous
ham,im fine hope also
ham,also north carolina texa atm would go gre site pay test result sent
ham,u
ham,yes babi need stretch open pussi
ham,thank bomb date phone want say
ham,ok
ham,hey guy know breath neck get bud anyway youd abl get half track usf tonight
ham,respon one power weapon 2 occupi place heart
ham,nokia phone lovli
spam,free messagethank use auction subscript servic 18 150pmsgrcvd 2 skip auction txt 2 unsubscrib txt stop customercar 08718726270
spam,bore housew chat n date 08717507711 btnation rate 10pmin landlin
ham,sorri datoday wont come playi drive clas
ham,im realli sorri lit hair fire
ham,oh shit thought trip loooooool make much sen grin sofa refer sleep couch link sent wasnt went trip oh didnt babe go celebr rent
ham,okey dokey swashbuckl stuff oh
ham,watch cartoon listen music amp eve go templ amp church u
ham,1 tension face 2 smile face 3 wast face 4 innoc face 5terror face 6cruel face 7romant face 8lovabl face 9decent face ltgt joker face
ham,dip cell dead come u better respond el shall come back
ham,well know mean text
ham,hi dis yiju would happi work wif ì gek1510
ham,lol oop sorri fun
ham,wat happen crui thing
ham,know dat feelin pete wuld get em nuther place nuther time mayb
spam,lyricalladie21f invit friend repli yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468
ham,world happiest frnds never charact dey best understand differ
spam,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 repli hl 4info
ham,yeah open chat click friend list make list easi pie
ham,alright tyler got minor crisi home sooner thought asap
ham,whenwher pick
ham,usual u call ard 10 smth
ham,new theori argument win situat lose person dont argu ur friend kick amp say im alway correct
ham,mani thing antibiot use chest abdomen gyna infect even bone infect
ham,poor girl cant go one day lmao
ham,6time
spam,today vodafon number end 4882 select receiv å£350 award number match call 09064019014 receiv å£350 award
ham,pls make note shes expo also find school anyon el vomit dog cat hous let know later
ham,japan proverb one u none itu must indian version one let none itleav final kerala version one stop none make strike
ham,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath
ham,wor use half way stop better complet
ham,miser dont tell u side effect birth control massiv gut wrench cramp first 2 month didnt sleep last night
ham,send new number
ham,convey regard
spam,want latest video handset 750 anytim network min half price line rental repli call 08000930705 deliveri tomorrow
ham,2 half year miss friendship
ham,cant pick phone right pls send messag
ham,oh fuck sake shes like tallahass
ham,haha first person gonna ask
spam,ou guarant latest nokia phone 40gb ipod mp3 player å£500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,taka lor wat time u wan 2 come n look 4 us
spam,free polyphon rington text super 87131 get free poli tone week 16 sn pobox202 nr31 7zs subscript 450pw
ham,im reach anoth 2 stop
ham,didnt mean post wrote like mani time ive ritten stuff let sit feel time angri left hit send stop wasnt check phone got car wasnt said didnt sleep bore wouldnt time clean fold laundri etc least make bed
spam,warner villag 83118 c colin farrel swat wkend warner villag get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk repli soni 4 mre film offer
ham,come onlin today night
ham,anyth special
ham,im solihul want anyth
ham,good day
ham,regret inform u nhs made mistakeu never actual bornplea report 2 yor local hospit 2b terminatedw r sorri 4 inconveni
ham,love holiday monday feel even go dentist hour
ham,way tirupur
spam,goal arsenal 4 henri 7 v liverpool 2 henri score simpl shot 6 yard pass bergkamp give arsenal 2 goal margin 78 min
ham,youv alreadi got flaki parent itsnot suppo child job support parentnot theyr ride age anyway im suppo support ive hurt unint hurt nonetheless
ham,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow
ham,drop em omw back
spam,2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08712101358 10p per min btnationalr
ham,sit mu wait everyon get suit take shower
ham,call didnt see facebook huh
ham,g say never answer text confirmdeni
ham,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
ham,hi dear call urgnt dont know problem dont want work problem least tell wate repli
ham,oh yah never cancel leh haha
ham,go 4 e normal pilat intro
ham,ok let u noe leav hous
ham,oh yes like tortur watch england
ham,wanna art
ham,hope wasnû÷t piss rememb gone sister someth
spam,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozadecoukwrc itcould u
spam,hi sexychat girl wait text text great night chat send stop stop servic
ham,good morn boytoy yummi lip sexi bun think crave need
ham,match startedindia ltgt 2
ham,free call sir
ham,hey want anyth buy
ham,hey babe go ever figur go new year
ham,kkcongratul
ham,g want know fuck
ham,cancel yeah babi well sound import understand darlin give ring later fone love kate x
ham,tomarrow want got court ltdecimalgt come bus stand 9
ham,ìï go home liao ask dad pick 6
ham,omg make wed chapel frontiervil get good stuff
ham,im eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
ham,check maili mail varma kept copi regard membershiptak careinsha allah
ham,wrong phone phone answer one assum peopl dont well
ham,anyway dont think secur anyth lemm know want drive south chill
ham,im alreadi back home probabl
spam,great news call freefon 08006344447 claim guarant å£1000 cash å£2000 gift speak live oper
spam,hi ami send free phone number coupl day give access adult parti
ham,bus way calicut
ham,hi probabl much fun get messag thought id txt u cos im bore jame fart night
ham,hi babi im sat bloodi bus mo wont home 730 wanna somethin later call later ortxt back jess xx
spam,welcom select o2 servic ad benefit call special train advisor free mobil diall 402
ham,lost 4 pound sinc doc visit last week woot woot im gonna celebr stuf face
ham,u come back 4 dinner rite dad ask confirm wif u
ham,master buy bb cos sale bf
ham,ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anyth comedi night guess im
ham,im viveki got call number
ham,didnt u call lunch
ham,mean left ear check cos im work 96
ham,want ltgt rs dado
ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
ham,yup ok
ham,want see pretti pussi
spam,dear voucher holder next meal us use follow link pc 2 enjoy 2 4 1 dine experiencehttpwwwvouch4mecometlpdiningasp
ham,peopl game im mall iouri kaila
spam,urgent tri contact u today draw show å£2000 prize guarant call 09058094507 land line claim 3030 valid 12hrs
spam,donat å£250 unicef asian tsunami disast support fund text donat 864233 å£250 ad next bill
